tweet_id,text,author_id,created_at,media_id,media_type,media_url,lang,retweet_count,reply_count,like_count,quote_count,source,user_name,user_username,user_bio,user_verified,user_location,user_image,user_followers_count,user_following_count,user_listed_count,user_tweet_count
1593030702580527105,"Happy GIS Day avec cette carte du Qatar qui montre les huit stades dans lesquelles se dérouleront les matchs de la Coupe du Monde 2022.

Nous avons essayé d'adopter un style minimaliste comme prévu par le Day 16 du #30DayMapChallenge (Minimal)

Tool: #QGIS https://t.co/saeF9PJBnK",1213227533228855298,2022-11-16 23:58:11+00:00,3_1593030676944650241,photo,https://pbs.twimg.com/media/FhuU9d-WAAEkAaK.jpg,fr,0,0,5,0,Twitter Web App,Abdou SENE🌍🌳,Abdoula47753388,"Géographer who loves maps like ""A long master"" obsessed by space. 
More than 70 videosn and 1,2K subs on maps in YouTube",False,"DAKAR, SENEGAL",https://pbs.twimg.com/profile_images/1226594161178050560/hckmD_4o_normal.jpg,15,70,0,41
1593027426984296450,"how i get to work(s) #30DayMapChallenge (16 - minimal) it's wednesday, my dudes https://t.co/A683yIZipd",206207988,2022-11-16 23:45:10+00:00,3_1593027052625698816,photo,https://pbs.twimg.com/media/FhuRqgVXoAAlV_R.jpg,en,1,1,11,0,Twitter Web App,🐀Seasonal Affective Christopher,thechrisgs,space monster that likes plants. i eat beets sometimes,False,"Lansing, MI",https://pbs.twimg.com/profile_images/1575169197449019393/Dt5a-gDt_normal.jpg,55,64,2,204
1593026680662421504,"#30DayMapChallenge Day 16 - Minimal

Planos de cuatro ciudades del país de un folleto británico de 1919 sobre México https://t.co/pllZcpbKnJ",1587507616430768129,2022-11-16 23:42:12+00:00,3_1593026533475504128,photo,https://pbs.twimg.com/media/FhuRMSWUUAApJwK.jpg,es,1,0,3,0,Twitter Web App,Alberto Ha,AlbertoHa07,"análisis de datos // como dijo hannah arendt: no, I want to understand",False, ,https://pbs.twimg.com/profile_images/1587522920686837760/gQmPy3vt_normal.jpg,52,56,0,59
1593024365406617603,"#30DayMapChallenge #Day16 #Minimal 

Late to the game but better late than never! This was my take on minimal. https://t.co/aPrdEhQNuq",22531147,2022-11-16 23:33:00+00:00,3_1593024363036479489,photo,https://pbs.twimg.com/media/FhuPN81VEAEwuzV.jpg,en,1,0,3,0,Twitter for Android,RY,ryguy8021,Lover of maps and GIS; Chinese language and culture enthusiast.,False,"Denver, CO",https://pbs.twimg.com/profile_images/892395420256681984/U8CnJHSW_normal.jpg,59,1138,5,79
1593021903194980353,Día 16 #30DayMapChallenge Minimal ¿se puede con toda la tecnología ahora disponible? https://t.co/PQRwdQ6Dq7,115979791,2022-11-16 23:23:13+00:00,3_1593020869797879808,photo,https://pbs.twimg.com/media/FhuMCngWIAAOSpA.jpg,es,1,0,3,0,Twitter Web App,Claudia Guerrero,guerreroclaudia,Todo está en mi TL,False, ,https://pbs.twimg.com/profile_images/1313989632556765184/LcCeTcFp_normal.jpg,278,456,24,11653
1593021437094559745,"Day 17  Map without Computer
Just a simple sketch.  I probably could have also used this in Bad Maps.
 #30DayMapChallenge 
@TimSalabim3
@MarkDonovan2020
 #gischat #RStats #dataviz  #rspatial https://t.co/6J09S6i21C",3094607959,2022-11-16 23:21:22+00:00,3_1593021354059743232,photo,https://pbs.twimg.com/media/FhuMezhXwAAvJ6h.jpg,en,3,0,7,0,Twitter Web App,donojazz,donojazz62220,"Lover of Jazz Guitar, Math, R, Data Science, Economics, Truth, Justice and the American Way.",False,USA,https://pbs.twimg.com/profile_images/929842809393123329/6D5_BUAL_normal.jpg,21,293,0,929
1593021408397131776,"#30DayMapChallenge Hexagon 

Same idea as day 3. Ran the near tool on a 10m^2 and 500m^2 then blended the results for a neat effect. 

Two maps in one day! Currently shooting for 3. https://t.co/ohjGV7ski2 https://t.co/p15mlFS7ee",1348777563611561985,2022-11-16 23:21:15+00:00,3_1593021402055315458,photo,https://pbs.twimg.com/media/FhuMhmUaEAIsVoE.jpg,en,1,1,10,1,Twitter for iPhone,TomTurkey Percy 🦃,TheTomTurkey,My name isn’t Tom • Habitat Biologist working on equitable access to public lands and waters • Cartographer • Skier • Equestrian • Opinions mine • He/Him/Turkey,False,"Palmer, AK",https://pbs.twimg.com/profile_images/1580283410865848320/ReLHIZxP_normal.jpg,447,918,12,2004
1593016192373227520,"#30DayMapChallenge Day 16 “Minimal”

Massachusetts Lighthouses https://t.co/yCn49wCXvL",1177927694547406848,2022-11-16 23:00:31+00:00,3_1593016185091756033,photo,https://pbs.twimg.com/media/FhuHx7nXkAE47FU.jpg,en,18,4,152,2,Twitter for iPhone,Thomas,coughlinmaps,@Esri @ArcGISApps | Maps every so often | @UMassEco | He/Him,False,"Boston, MA",https://pbs.twimg.com/profile_images/1588617901526900738/3LEqzEHf_normal.jpg,68,226,2,49
1593015933211402242,A Minimalist World for #30DayMapChallenge https://t.co/t0k9dLFjw6,2236680859,2022-11-16 22:59:29+00:00,3_1593015929016926208,photo,https://pbs.twimg.com/media/FhuHjBqXwAAJ0c-.jpg,en,2,1,47,0,Twitter for iPhone,Riley D. Champine,rileydchampine,Sr. Graphics Editor @NatGeo living in #RVA. Studied cartography @uogeog. SF Bay Area native. Tweets are mostly 🗺 with a chance of ⚽️ and 🚲🚎. (He/his),False,"Richmond, VA",https://pbs.twimg.com/profile_images/1470858759295705093/oqOp0RR__normal.jpg,1155,817,29,661
1593015557036597248,"【北の大地の鉄道】
#30DayMapChallenge - Minimal
北海道新幹線 停車駅案内。
現実の北海道新幹線が大赤字ですから札幌まで延伸されていませんでした。
#架空鉄道 
#路線図
#北海道新幹線 https://t.co/JRvciCfpNk",1494836294735863817,2022-11-16 22:58:00+00:00,3_1592993786413678593,photo,https://pbs.twimg.com/media/FhtzaKCXgAEko0G.jpg,ja,2,0,8,0,Twitter Web App,ひるまの583系,Chireiden_ER,"FR | EN | JP勉強中。フランス国鉄撮り鉄。東方オタ（幽々子・針妙丸・衣久・キスメ）。もちろん日本の鉄道（特にJR北）も好き。たまに路線図＆JR北の運賃表を作ります。

北の大地の鉄道／幻の国の記憶。無断転載禁止。
過 去 作 ↘",False,France,https://pbs.twimg.com/profile_images/1575946305322483728/jO09xMTx_normal.jpg,1026,2882,0,2705
