tweet_id,text,author_id,created_at,media_id,media_type,media_url,lang,retweet_count,reply_count,like_count,quote_count,source,user_name,user_username,user_bio,user_verified,user_location,user_image,user_followers_count,user_following_count,user_listed_count,user_tweet_count
1587595143418466307,"A humble start to the #30DayMapChallenge on the theme of “points” - vessels in the Port of LA/Long Beach on October 31st, 2021 during the height of the supply chain crunch. https://t.co/s2z8PfJrCg",1148733395561668609,2022-11-01 23:59:12+00:00,3_1587595139702218753,photo,https://pbs.twimg.com/media/FghFXj0WYAEIQBs.jpg,en,1,1,4,0,Twitter for iPhone,Josh Marcinik,joshspatial,Spatial problem solver 🌎 Viewpoints my own.,False,"West Chester, PA",https://pbs.twimg.com/profile_images/1392900111563468806/v_BUysUo_normal.jpg,192,1196,1,1332
1587594539216371718,"Day 1! My first entry in this! YAY!

It's a pretty simple map where 1 dot = 1 person in CT coded by race or ethnicity. I used ArcPro for the map and Word for the legend b/c I wanted to color code the types and couldn't figure out how to do it in ArcPro :D

#30DayMapChallenge https://t.co/eoXOOeyK3B",13218572,2022-11-01 23:56:48+00:00,3_1587593159839735808,photo,https://pbs.twimg.com/media/FghDkUQWYAAuv27.jpg,en,0,2,2,0,TweetDeck,Nap O'Clock,ryanoneil,"Dear Chocolate Chip, we love you.",False,Connecticut,https://pbs.twimg.com/profile_images/521843943885914112/InrWdefl_normal.jpeg,560,1138,24,39463
1587594202191364097,"Sneaking in under the wire with my effort for #30daymapchallenge day 1 - #points 
Tyne &amp; Wear @Census2021 Output areas by Population weighted centroids, coloured by distance to nearest Tyne &amp; Wear Metro station (@My_Metro).
Made in @qgis. https://t.co/sDXpCwYa52",910909068,2022-11-01 23:55:28+00:00,3_1587593483690430464,photo,https://pbs.twimg.com/media/FghD3KsX0AA5efd.png,en,0,0,2,0,Twitter Web App,James Milne,jmilne_,"Architectural Psychologist(!) & Technologist. User Experience & Wellbeing in design. Environmental Psychology. Evidence-based design. Views are mine, obvs.",False,"Newcastle Upon Tyne, England",https://pbs.twimg.com/profile_images/1044621675101388800/hHNcLLy0_normal.jpg,989,1890,5,12227
1587594062902792193,"it's time again for the annual  #30DayMapChallenge ‼️🧭🗺️

1️⃣ points: we planted 55 trees and shrubs with youth and volunteers at the boston nature center this fall. the symbols overlap, but that's okay! i wanted to show that we planted all across the property. #ourbostonforest https://t.co/eugLAkIZWh",1201945107559276544,2022-11-01 23:54:55+00:00,3_1587594060646211585,photo,https://pbs.twimg.com/media/FghEYwBWYAEgAu4.jpg,en,1,0,5,0,Twitter for Android,@erica@better.boston,canigoholm,urban ecologist + human being + moving to mastodon @erica@better.boston,False,Boston,https://pbs.twimg.com/profile_images/1549503680629587970/4qifX19Y_normal.jpg,140,987,0,91
1587592787381616640,"Progress of the @ACommunes project to map roads from 19th century French États-Major mapset. As shown on Open Historical Map, with the Woodblock style layer.

#30DayMapChallenge 
@OpenStreetMapUS 

https://t.co/RbsEG6240q https://t.co/wjxPe0kEzy",2916925965,2022-11-01 23:49:51+00:00,3_1587588368418111488,photo,https://pbs.twimg.com/media/Fgg_Na0agAAHQ2L.jpg,en,12,0,35,0,Twitter Web App,OpenHistoricalMap 🐘 @ohm@mapstodon.space 🐘,OpenHistMap,"A universal, detailed, & out-of-date world map! If it existed, it can be mapped. @OpenStreetMapUS Charter Project #digitalhumanities #timemachine #opendata",False,Worldwide,https://pbs.twimg.com/profile_images/543285211488727040/vYNHWjjL_normal.jpeg,1498,1768,42,1786
1587592321943494657,"🗺️¡Hoy inicia el #30DayMapChallenge y el IGAC se une!🥳

Para el día1⃣, te compartimos este mapa, que está disponible en #ColombiaEnMapas y refleja 342.113 puntos correspondientes a la ubicación de topónimos de información básica.

Aquí puedes descargarlo👉https://t.co/ijMERl7A2A https://t.co/0V3SgQkSUn",124492052,2022-11-01 23:48:00+00:00,3_1587465517689933825,photo,https://pbs.twimg.com/media/FgfPekMXEAE2hL1.jpg,es,7,2,9,0,Twitter Web App,Instituto Geográfico Agustín Codazzi - IGAC,igacColombia,"Producimos la información geográfica, cartográfica, agrológica, catastral y de tecnologías geoespaciales de Colombia. Gustavo Marulanda, Director General.",True,Colombia,https://pbs.twimg.com/profile_images/1598332234209140739/4ndm6QAY_normal.jpg,67857,2152,327,34563
1587592315237175296,"Day 2 of #30DayMapChallenge - Lines

New Zealand is riddled with rivers, enough to clearly show the outline of the country! We need to do more to protect their water quality though, as the latest LAWA report makes for grim reading: https://t.co/utqXwD467K

#water #quality #NZ https://t.co/e8FkcezJgC",1456144370126647298,2022-11-01 23:47:58+00:00,3_1587591985560707072,photo,https://pbs.twimg.com/media/FghCf9uaYAAksj6.jpg,en,7,0,41,2,Twitter Web App,Sam Keast,SouthCrossMaps,I'm just here for the maps,False, ,https://pbs.twimg.com/profile_images/1456144586393358338/LAAmcHFh_normal.jpg,41,22,2,36
1587591813786918915,"#30DayMapChallenge Day 1: Points

North American Railroads, mapped with many points using @John_M_Nelson's beautiful pen and ink style for ArcGIS Pro, and data from https://t.co/dwr9XkTsst https://t.co/OXjR8QbL0y",759988092,2022-11-01 23:45:59+00:00,3_1587590422678978561,photo,https://pbs.twimg.com/media/FghBE_iXwAELKwA.jpg,en,19,2,132,0,Twitter Web App,Matthew Law @MatthewLaw@mapstodon.space,Iawmatthew,Map enthusiast 🗺 he/him,False,EPSG:27700,https://pbs.twimg.com/profile_images/1265074003938627584/8nv2Vz-g_normal.jpg,263,124,4,215
1587587900333764608,"#30DayMapChallenge Day 1: Points of New York City's real-time traffic cameras throughout the five boroughs, with updating data feeds: https://t.co/11VgTJJJ6G

Enjoy some ""slow TV"" of NYC's streets throughout the day and share images from your favorite cameras! https://t.co/VtNtgT5GAK",319679019,2022-11-01 23:30:26+00:00,3_1587586317256466434,photo,https://pbs.twimg.com/media/Fgg9WBpXoAILJDf.jpg,en,2,1,4,0,Twitter Web App,Yoni Nachmany (he/him),YoniNachmany,Machine Learning & Geospatial Software 🛰 @NYTimesRD @Mapbox,False,"New York, NY",https://pbs.twimg.com/profile_images/1556396511008784386/XmTLSP8T_normal.jpg,743,982,25,1079
1587587837771354118,"Kicking off Day 1 of the #30DayMapChallenge which has the theme of points! Check out our Bee Map and thanks again to @tjukanov for running this!

https://t.co/qGq9FGUWbQ https://t.co/VoIwzSVe1v",22914910,2022-11-01 23:30:11+00:00,3_1587587835657441286,photo,https://pbs.twimg.com/media/Fgg-uaIX0AYONnn.jpg,en,0,1,6,0,Hootsuite Inc.,Avenza Systems Inc.,Avenza,#MapsInAdobe @CreativeCloud: MAPublisher for Illustrator & Geographic Imager for Photoshop. Makers of the mobile offline @AvenzaMaps app for iOS and Android.,False,"Toronto, ON",https://pbs.twimg.com/profile_images/1238083144747757569/sFIe0Tfl_normal.jpg,1436,150,70,3132
1587586291922833408,"#30DayMapChallenge Day 1: Points
Made this quick at the end of the day.  Wanted to joke about making it ""speedy"" but then Pro kept crashing and I had to install a patch, so it wasn't really speedy. Anyway, here's a map about people speeding in Boston. https://t.co/zeZjoRwo7L",895835407,2022-11-01 23:24:02+00:00,3_1587586190517100544,photo,https://pbs.twimg.com/media/Fgg9OpgWYAAAMKu.jpg,en,1,0,5,0,Twitter Web App,Jared Fischer,somethinsfischy,"Geographer for the federal government, lover of all things outdoors, good music, and nerding out.  All musings my own.",False, ,https://pbs.twimg.com/profile_images/951478325460914178/seuLADtq_normal.jpg,78,121,2,152
