tweet_id,text,author_id,created_at,media_id,media_type,media_url,lang,retweet_count,reply_count,like_count,quote_count,source,user_name,user_username,user_bio,user_verified,user_location,user_image,user_followers_count,user_following_count,user_listed_count,user_tweet_count
1591943603953471489,"Hexagons of Grammichele
Sicily, Italy: #PlannedSettlement 1693 after #earthquake destruction of Occhiolà
👟Route 5.34km/3.32mi planned w @_outdooractive_ displ w @ArcGISOnline w #FireflyIcons by @John_M_Nelson #30DayMapChallenge
Day 14: Hexagons
Map: https://t.co/DgcdEdLZua https://t.co/vYZ9fCDV0j",2787878432,2022-11-13 23:58:26+00:00,7_1591943589466193920,video,https://pbs.twimg.com/ext_tw_video_thumb/1591943589466193920/pu/img/yClLeeABB4MzoFio.jpg,en,2,0,4,1,Twitter for Android,BC,mildthing99,"Thinking geographically, GIS, trivia and other important things... #GeographyTeacher and author; Consultant to GA; RGS C Geog;
ALSO: @BC@mastodonapp.uk",False,United Kingdom,https://pbs.twimg.com/profile_images/706440114097033216/FbwjbsDc_normal.jpg,3000,2679,57,37085
1591942960199127040,#30DayMapChallenge  (map in 5 minutes) home. #QGIS #upNorth https://t.co/9XY3ZClGDT,206207988,2022-11-13 23:55:53+00:00,3_1591942856289259522,photo,https://pbs.twimg.com/media/Fhe3l-PXkAIkuiN.png,en,1,1,10,0,Twitter Web App,🐀Seasonal Affective Christopher,thechrisgs,space monster that likes plants. i eat beets sometimes,False,"Lansing, MI",https://pbs.twimg.com/profile_images/1575169197449019393/Dt5a-gDt_normal.jpg,55,64,2,204
1591942063083642882,"#30DayMapChallenge 2022 Day 13: 5 minute map

Can't do much in 5 minutes!

Here is an @ordnancesurve 1: 50k map from @_outdooractive_ showing the position of Scafell Pike (England's highest mountain)

https://t.co/P8foAsgxS3 https://t.co/KH9iycp2vw",1033206985,2022-11-13 23:52:19+00:00,3_1591941924054831104,photo,https://pbs.twimg.com/media/Fhe2vtZXEAAZJB6.jpg,en,1,0,1,0,Twitter Web App,Phil 🏴󠁧󠁢󠁷󠁬󠁳󠁿,CasegFraith,"Chartered Engineer (@TheIET & @bcs), Ex-Lecturer, Warden @ULMC_ Caseg Fraith Hut, Webmaster @BBMountClub, Trustee @CMCAdventure, researcher of #MountainToponymy",False,United Kingdom,https://pbs.twimg.com/profile_images/1542449822950739969/HTR9eI4w_normal.jpg,676,996,3,9507
1591940552601505792,"#30DayMapChallenge My 5-min map of Chattanooga's trailhead parking, RV campgrounds, and coffee shops.  We hare in Chattanooga looking for a place to live after spending 1-year in our RV traveling the country. https://t.co/pZz2J6DKDW",1264638613,2022-11-13 23:46:19+00:00,3_1591940117047951360,photo,https://pbs.twimg.com/media/Fhe1GhxWQAAvGDQ.jpg,en,1,0,3,0,Twitter Web App,Tamara Parsons,surfertp,"Human; RV Nomad on sabbatical; Airman; US Air Force, Retired; Meteorologist; GIS Analyst; Map Maker; Data Scientist; Cat Mom; and wife to an awesome guy.",False,RV Nomad,https://pbs.twimg.com/profile_images/593774057851523072/KKBRi_ip_normal.jpg,42,200,0,552
1591936940156375040,"#30DayMapChallenge Día 13: Mapa en 5 minutos

Esta es una idea reciclada que iba a usar para unas tarjetas coleccionables de proyecciones cartográficas que @pinakographos organizó, al final no pudimos agregarlo por problemillas de citación y todo eso. https://t.co/QyKzxNUHkF",968471639347335169,2022-11-13 23:31:57+00:00,3_1591927846737481733,photo,https://pbs.twimg.com/media/Fhep8TTXEAU-Ktv.jpg,es,1,1,4,0,Twitter Web App,Oscar CT,toss_cas,Protogeógrafo. Inspirado por el lugar y el lenguaje. 24,False,Ciudad de México,https://pbs.twimg.com/profile_images/1587559802493870086/BqSoVmiW_normal.jpg,63,581,0,476
1591936886091964416,"#30DayMapChallenge Día 11 y 12 (Rojo y Escala)

Intenté realizar un cartograma que mostrara los años que cada estado se declaró socialista (según wikipedia) pero no es tan claro, además de agregar la mayor información que encontré sobre otros países en los que hubieron intentos https://t.co/eY4skYSaXN",968471639347335169,2022-11-13 23:31:45+00:00,3_1591936879720632321,photo,https://pbs.twimg.com/media/FheyKFyXkAEyeux.jpg,es,1,1,2,0,Twitter Web App,Oscar CT,toss_cas,Protogeógrafo. Inspirado por el lugar y el lenguaje. 24,False,Ciudad de México,https://pbs.twimg.com/profile_images/1587559802493870086/BqSoVmiW_normal.jpg,63,581,0,476
1591935376662429696,"My day 13 submission for #30DayMapChallenge is inspired by @IvaBrunec's submission, a quick map with recording of the coding process. Full disclosure, my full time was 7:36 🤥. In addition to being the hometown of yours truly, Alton was also the birthplace of Miles Davis. 🎺 https://t.co/M8VLSeuCyI",39422694,2022-11-13 23:25:45+00:00,3_1591932101359804416,photo,https://pbs.twimg.com/media/Fhetz9AXoAAS6nP.jpg,en,3,1,16,0,Twitter Web App,Spencer Schien,MrPecners,"I tweet mostly about #RStats and data viz. Salesforce dev and Returned @PeaceCorps Volunteer, too. Data & Analytics for @CityForwardCol (opinions mine)",False,"Bay View, Milwaukee",https://pbs.twimg.com/profile_images/1379600996448542721/YDOEnYZK_normal.jpg,817,486,21,929
1591931659204845568,"#30DayMapChallenge Day 14: Hexagons

Obesity and COVID-19 in USA.

#RStats code &amp; HD graphic: https://t.co/ZGMeGWLtbI

h/t @samiasab90  for the biscale legend rotation.
 
#dataviz #gis #maps https://t.co/7ZeLZrE6ZQ",710248662685851648,2022-11-13 23:10:58+00:00,3_1591930895329644547,photo,https://pbs.twimg.com/media/FhestwMX0AMEw0N.jpg,en,6,2,25,0,Twitter Web App,Abdoul Madjid,issa_madjid,,False,"Dijon, France",https://pbs.twimg.com/profile_images/1562214392443203584/9gzYrbNB_normal.jpg,659,220,16,1563
1591931651789328384,"Día 13: Un mapa en 5 Minutos

El gobierno de Guatemala concentra 176 fuentes de datos públicos en el Geoportal del Sinit, lo cual permite hacer comparaciones y representaciones rápidas de los datos disponibles.

Lo puedes encontrar en https://t.co/12OPYBN2Rj

#30DayMapChallenge https://t.co/ANioWyjr8O",1204451896850862080,2022-11-13 23:10:57+00:00,3_1591931562836254723,photo,https://pbs.twimg.com/media/FhetUm2WYAM6XfQ.jpg,es,1,1,1,0,Twitter Web App,OIE - Observatorio de Industrias Extractivas,oie_gt,El OIE es una plataforma de investigación que busca contribuir desde una mirada independiente con datos sobre la Industria Extractiva en Guatemala.,False, ,https://pbs.twimg.com/profile_images/1204452690895540225/TLVZRc7v_normal.png,1197,982,9,838
1591928473521881089,#30DayMapChallenge Day 13 “5 minute map” https://t.co/PEy0faUi3k,1177927694547406848,2022-11-13 22:58:19+00:00,3_1591928467125403650,photo,https://pbs.twimg.com/media/FheqgabXgAI75bd.jpg,en,1,0,3,0,Twitter for iPhone,Thomas,coughlinmaps,@Esri @ArcGISApps | Maps every so often | @UMassEco | He/Him,False,"Boston, MA",https://pbs.twimg.com/profile_images/1588617901526900738/3LEqzEHf_normal.jpg,68,226,2,49
