tweet_id,text,author_id,created_at,media_id,media_type,media_url,lang,retweet_count,reply_count,like_count,quote_count,source,user_name,user_username,user_bio,user_verified,user_location,user_image,user_followers_count,user_following_count,user_listed_count,user_tweet_count
1593393044178477057,"¡Es #TBT y #30DayMapChallenge!

En este mapa temático de suelos, hecho a mano, de Bucarasica, Norte de Santander:👇

1⃣La línea fue trazada con rapidógrafo sobre papel vegetal
2⃣Posteriormente se sobrepuso con la base cartográfica
3⃣Y se realizó una copia sobre papel heliográfico https://t.co/7kROeft9bD",124492052,2022-11-17 23:58:00+00:00,3_1593226970308952066,photo,https://pbs.twimg.com/media/FhxHfPvWQAIREVM.jpg,es,6,0,5,0,Twitter Web App,Instituto Geográfico Agustín Codazzi - IGAC,igacColombia,"Producimos la información geográfica, cartográfica, agrológica, catastral y de tecnologías geoespaciales de Colombia. Gustavo Marulanda, Director General.",True,Colombia,https://pbs.twimg.com/profile_images/1598332234209140739/4ndm6QAY_normal.jpg,67857,2152,327,34563
1593390729518145536,"Jour 17 du #30DayMapChallenge avec 1h de retard, mais grosse réunion dans la campagne finistérienne qui s'est finie tard...
Et voici une carte faite à la main, de la #Bretagne, pour le thème ""Une carte sans P.C"" !
J'ai galéré comme jamais, vive les SIG et les ordinateurs 😅 https://t.co/CoqvyI6nL9",903528074,2022-11-17 23:48:48+00:00,3_1593390710199386112,photo,https://pbs.twimg.com/media/FhzcaKXXgAAP4I7.jpg,fr,5,4,50,1,Twitter Web App,☰Rom'☰,Rodmarrig,"Géographe dépolitisé
J'arrive pas à décrocher de Twitter, je suis faible
@Rodmarrig@mapstodon.space",False,"Bretagne, Western Europe",https://pbs.twimg.com/profile_images/1430539471708200963/Um9CisJv_normal.jpg,1009,2050,11,4819
1593390671783772162,"#30DayMapChallenge Day 17: No Computer.  A (very hastily) hand-drawn map of my childhood home, with as much as I could remember from when I was 7. https://t.co/0Oq7rrhRyE",895835407,2022-11-17 23:48:34+00:00,3_1593390641987428354,photo,https://pbs.twimg.com/media/FhzcWMQXoAIVIBg.jpg,en,1,0,4,0,Twitter Web App,Jared Fischer,somethinsfischy,"Geographer for the federal government, lover of all things outdoors, good music, and nerding out.  All musings my own.",False, ,https://pbs.twimg.com/profile_images/951478325460914178/seuLADtq_normal.jpg,78,121,2,152
1593389065264504832,"#30DayMapChallenge Day 17 “A map without a computer”

Connecticut River watercolor watershed https://t.co/Lx0tEGdFlo",1177927694547406848,2022-11-17 23:42:11+00:00,3_1593389060965502977,photo,https://pbs.twimg.com/media/Fhza6KfXkAETSxi.jpg,en,1,0,13,0,Twitter for iPhone,Thomas,coughlinmaps,@Esri @ArcGISApps | Maps every so often | @UMassEco | He/Him,False,"Boston, MA",https://pbs.twimg.com/profile_images/1588617901526900738/3LEqzEHf_normal.jpg,68,226,2,49
1593388422697259008,Fifth DAY.  How many style a city can be presented use map. New york city Main roads structure art map.#30DayMapChallenge https://t.co/oUNtdGU4zr,1590595449769050112,2022-11-17 23:39:38+00:00,3_1593387522817761282,photo,https://pbs.twimg.com/media/FhzZgocXoAIpJBW.jpg,en,1,0,12,0,Twitter Web App,shu shuo,feishuoshu,design illustrations,False, ,https://pbs.twimg.com/profile_images/1590604207626788865/0uaKfKpQ_normal.jpg,206,953,0,166
1593383318577446914,"【北の大地の鉄道】
#30DayMapChallenge - A map without a computer
札幌付近の路線図（近郊区間の一部）。
市営地下鉄線と市電は非表示です。
#架空鉄道
#路線図
#札幌 https://t.co/nW9OyTyKM8",1494836294735863817,2022-11-17 23:19:21+00:00,3_1593383298562138113,photo,https://pbs.twimg.com/media/FhzVqv3WIAESSHF.jpg,ja,1,0,3,0,Twitter for iPhone,ひるまの583系,Chireiden_ER,"FR | EN | JP勉強中。フランス国鉄撮り鉄。東方オタ（幽々子・針妙丸・衣久・キスメ）。もちろん日本の鉄道（特にJR北）も好き。たまに路線図＆JR北の運賃表を作ります。

北の大地の鉄道／幻の国の記憶。無断転載禁止。
過 去 作 ↘",False,France,https://pbs.twimg.com/profile_images/1575946305322483728/jO09xMTx_normal.jpg,1026,2882,0,2705
1593382853059915776,"❓Whatever happened to the #AzureWindow?
The 28m (92 ft) high limestone arch (Maltese: it-Tieqa Żerqa) #Gozo, #Malta was a major tourist attraction.
It collapsed on 8 Mar 2017 #CoastalErosion 
Wayback @Esri #Timelapse
🟦#30DayMapChallenge Day 18: Blue🟦
https://t.co/h9GJSFXnZk https://t.co/vadDGI9nbs",2787878432,2022-11-17 23:17:30+00:00,7_1593382845384384512,video,https://pbs.twimg.com/ext_tw_video_thumb/1593382845384384512/pu/img/LF0rQ20ccs-HLCwF.jpg,en,3,0,4,1,Twitter Web App,BC,mildthing99,"Thinking geographically, GIS, trivia and other important things... #GeographyTeacher and author; Consultant to GA; RGS C Geog;
ALSO: @BC@mastodonapp.uk",False,United Kingdom,https://pbs.twimg.com/profile_images/706440114097033216/FbwjbsDc_normal.jpg,3000,2679,57,37085
1593381145751613441,"#30DayMapChallenge Day 17: A map without a computer. Here is a hand drawn map I created about 25 years ago, for a hike I lead at the Antietam battlefield in Maryland. Note the neat line and scale bar (yes, I drew it to scale, because I am not an animal). https://t.co/WDHKYXFCzk",976463268675022848,2022-11-17 23:10:43+00:00,3_1593380265929441288,photo,https://pbs.twimg.com/media/FhzS6ObXgAgferA.jpg,en,3,0,12,0,Twitter Web App,Kevin Burkman,KevinBurkman,GIS & Cartography/Urban & Environmental Planning/Travel/Native Plant Restoration/History/Astronomy 🇬🇧🇩🇪🇮🇹🇫🇷🇨🇭🇨🇦🇬🇷🇹🇷🇭🇺🇨🇿🇦🇹🇳🇱🇻🇦,False, ,https://pbs.twimg.com/profile_images/1598446861567905832/xzChE5eB_normal.jpg,354,1827,2,1783
1593379613346070529,"For day 14 of the #30DayMapChallenge, the theme was hexagons. I've mapped the land area of solar panels in comparison to golf courses. I was intending to add some accompanying graphs showing areas and proportions for different regions, but I've run out of time so this will do... https://t.co/4E2b0X6P0i",925570614,2022-11-17 23:04:38+00:00,3_1593379232759123971,photo,https://pbs.twimg.com/media/FhzR-FkXkAMaNCA.png,en,3,1,25,1,Twitter Web App,Heather Chamberlain,HeatherCh100,"Geographer, @WorldPopProject team, Senior Fellow @UniSouthampton | Maps | Geospatial data | Population mapping",False, ,https://pbs.twimg.com/profile_images/1390232684652371968/e0NudQ8A_normal.jpg,763,1104,7,986
1593379242540146691,"#30DayMapChallenge
Day18:Colour Friday: Blue
""Over 90% of the extra heat trapped to the Earth by humanity’s carbon emissions is stored in the ocean."" ""The atmosphere is warming less quickly than it otherwise would""https://t.co/wUGR1VvnC5 https://t.co/M7IcFQznvd",187171010,2022-11-17 23:03:09+00:00,3_1593378474819047426,photo,https://pbs.twimg.com/media/FhzRR-BX0AIWmU0.jpg,en,1,0,1,0,Twitter Web App,I.K.D,IKEDA_02,GISGISGIS,False,"Brisbane, Queensland 🇦🇺🇯🇵",https://pbs.twimg.com/profile_images/1621166046/image_normal.jpg,110,624,4,5348
